Employee_ID,Employee_Name,Email,Age,Gender,City,Department,Job_Role,Monthly_Income,Years_At_Company,Job_Satisfaction,Work_Life_Balance,Distance_From_Home,Overtime,Promotion_Last_5_Years,Attrition
3028,Janani Shetty,janani.shetty3028@company.com,57,Male,Hyderabad,HR,Developer,170954,11,2,5,16,Yes,No,Yes
3029,Srikanth Shukla,srikanth.shukla3029@company.com,32,Female,Pune,Finance,Executive,177690,24,2,4,20,No,No,Yes
3030,Amar Shetty,amar.shetty3030@company.com,24,Male,Delhi,HR,Manager,100576,12,3,5,11,Yes,No,No
3031,Madhavi Bedi,madhavi.bedi3031@company.com,57,Female,Delhi,IT,Team Lead,166589,9,3,5,31,No,Yes,No
3032,Deeksha Kulkarni,deeksha.kulkarni3032@company.com,46,Female,Bangalore,Sales,Developer,123934,14,4,5,31,Yes,Yes,No
3033,Yash Rao,yash.rao3033@company.com,46,Female,Mumbai,HR,Consultant,151153,8,5,2,27,No,No,Yes
3034,Hemanth Kohli,hemanth.kohli3034@company.com,33,Female,Bangalore,Operations,Developer,166689,0,3,4,22,No,No,No
3035,Abhishek Tomar,abhishek.tomar3035@company.com,60,Female,Chennai,Marketing,Manager,95541,13,1,5,4,No,No,Yes
3036,Akanksha Kamble,akanksha.kamble3036@company.com,35,Female,Mumbai,Marketing,Analyst,81197,17,1,1,3,Yes,Yes,Yes
3037,Siddharth Kohli,siddharth.kohli3037@company.com,53,Female,Chennai,Finance,Consultant,179879,0,2,1,40,No,No,Yes
3038,Nandhini Bedi,nandhini.bedi3038@company.com,28,Male,Mumbai,HR,Analyst,74815,20,4,3,19,Yes,Yes,No
3039,Uday Iyer,uday.iyer3039@company.com,32,Female,Bangalore,HR,Executive,94925,7,4,2,13,Yes,No,Yes
3040,Vidya Bansal,vidya.bansal3040@company.com,33,Male,Chennai,Finance,Consultant,115846,25,3,4,31,No,No,No
3041,Pradeep Iyer,pradeep.iyer3041@company.com,48,Male,Pune,Marketing,Team Lead,71232,14,5,4,23,No,No,No
3042,Rohan Tripathi,rohan.tripathi3042@company.com,45,Male,Hyderabad,HR,Analyst,68113,2,4,5,4,No,Yes,No
3043,Chaitanya Menon,chaitanya.menon3043@company.com,55,Male,Mumbai,Operations,Consultant,143407,6,5,3,6,No,No,No
3044,Balaji Chowdary,balaji.chowdary3044@company.com,33,Female,Hyderabad,Operations,Analyst,54372,7,1,3,39,No,No,Yes
3045,Pradeep Kulkarni,pradeep.kulkarni3045@company.com,48,Female,Delhi,HR,Consultant,148144,5,4,4,21,No,No,No
3046,Vijay Tomar,vijay.tomar3046@company.com,37,Female,Mumbai,HR,Developer,80020,4,3,3,28,No,No,No
3047,Rahul Singh,rahul.singh3047@company.com,26,Male,Hyderabad,HR,Analyst,113678,14,3,5,28,No,No,No
3048,Varun Kulkarni,varun.kulkarni3048@company.com,28,Male,Chennai,Marketing,Executive,47774,3,5,3,21,Yes,No,No
3049,Jyothi Malhotra,jyothi.malhotra3049@company.com,48,Male,Hyderabad,HR,Team Lead,55343,14,3,5,39,Yes,No,No
3050,Kiran Arora,kiran.arora3050@company.com,47,Male,Chennai,Sales,Developer,168448,7,4,3,15,No,No,No
3051,Aishwarya Vyas,aishwarya.vyas3051@company.com,38,Female,Pune,HR,Consultant,156896,5,3,2,37,No,No,Yes
3052,Archana Naidu,archana.naidu3052@company.com,32,Female,Chennai,HR,Analyst,72059,12,5,4,28,Yes,No,No
3053,Sai Shukla,sai.shukla3053@company.com,53,Male,Pune,Finance,Executive,76254,23,1,1,28,Yes,No,Yes
3054,Shalini Chatterjee,shalini.chatterjee3054@company.com,44,Male,Bangalore,Marketing,Team Lead,51348,12,3,4,38,No,No,No
3055,Nandhini Agarwal,nandhini.agarwal3055@company.com,27,Male,Bangalore,IT,Developer,32504,21,4,5,26,No,No,No
3056,Janani Sethi,janani.sethi3056@company.com,47,Female,Pune,HR,Consultant,140182,9,1,4,24,No,No,Yes
3057,Harsha Shetty,harsha.shetty3057@company.com,43,Male,Pune,Marketing,Developer,34960,8,3,2,38,No,No,Yes
3058,Naveen Pillai,naveen.pillai3058@company.com,34,Male,Delhi,Sales,Executive,171899,10,5,1,14,No,Yes,Yes
3059,Ajith Rathore,ajith.rathore3059@company.com,53,Male,Mumbai,Sales,Team Lead,28681,19,4,2,23,Yes,No,Yes
3060,Siddharth Saxena,siddharth.saxena3060@company.com,52,Female,Pune,Operations,Consultant,166789,13,3,1,12,Yes,Yes,Yes
3061,Rajesh Malhotra,rajesh.malhotra3061@company.com,32,Male,Pune,Finance,Analyst,179875,7,4,4,23,No,No,No
3062,Naveen Thakur,naveen.thakur3062@company.com,44,Male,Delhi,Operations,Analyst,98128,0,3,5,32,No,No,No
3063,Teja Solanki,teja.solanki3063@company.com,25,Male,Hyderabad,Operations,Team Lead,103270,23,1,3,13,No,No,Yes
3064,Amrita Sharma,amrita.sharma3064@company.com,42,Male,Chennai,IT,Executive,64924,15,4,4,1,No,No,No
3065,Teja Tripathi,teja.tripathi3065@company.com,21,Female,Bangalore,IT,Team Lead,34214,14,4,4,11,No,No,No
3066,Ishita Kamble,ishita.kamble3066@company.com,27,Male,Chennai,Sales,Consultant,113823,14,3,4,21,No,No,No
3067,Nitin Sethi,nitin.sethi3067@company.com,47,Male,Hyderabad,Sales,Analyst,107438,15,5,1,34,No,No,Yes
3068,Shiva Patel,shiva.patel3068@company.com,42,Female,Hyderabad,Finance,Developer,171149,23,3,2,40,No,No,Yes
3069,Madhu Rana,madhu.rana3069@company.com,27,Male,Chennai,HR,Developer,162991,7,3,5,34,Yes,No,No
3070,Varun Mehta,varun.mehta3070@company.com,55,Female,Delhi,Marketing,Manager,159502,17,2,4,19,No,Yes,Yes
3071,Janani Ghosh,janani.ghosh3071@company.com,31,Female,Delhi,Marketing,Manager,179870,16,2,1,15,No,No,Yes
3072,Akanksha Kapoor,akanksha.kapoor3072@company.com,49,Female,Mumbai,Operations,Manager,165991,0,2,2,11,Yes,No,Yes
3073,Nikitha Dubey,nikitha.dubey3073@company.com,59,Female,Chennai,Finance,Analyst,97006,23,2,1,39,No,No,Yes
3074,Rakesh Kumar,rakesh.kumar3074@company.com,45,Female,Mumbai,Marketing,Consultant,56155,14,1,3,12,No,No,Yes
3075,Balaji Deshmukh,balaji.deshmukh3075@company.com,38,Male,Delhi,Marketing,Developer,46768,7,4,4,30,No,No,No
3076,Shiva Rastogi,shiva.rastogi3076@company.com,53,Female,Delhi,Sales,Developer,99744,18,1,2,17,No,No,Yes
3077,Disha Sharma,disha.sharma3077@company.com,42,Female,Mumbai,Finance,Manager,39909,13,1,2,27,No,No,Yes
3078,Sai Kulkarni,sai.kulkarni3078@company.com,47,Female,Mumbai,HR,Manager,81630,3,5,3,25,No,No,No
3079,Satish Sethi,satish.sethi3079@company.com,54,Female,Bangalore,Operations,Developer,124614,8,1,1,12,No,No,Yes
3080,Rakesh Khanna,rakesh.khanna3080@company.com,23,Female,Mumbai,Marketing,Analyst,104184,20,3,4,14,Yes,No,No
3081,Uday Banerjee,uday.banerjee3081@company.com,30,Female,Hyderabad,Finance,Consultant,46339,18,4,1,10,No,No,Yes
3082,Prakash Saxena,prakash.saxena3082@company.com,46,Female,Bangalore,Sales,Developer,148953,1,1,4,15,No,No,Yes
3083,Varun Rawat,varun.rawat3083@company.com,59,Female,Hyderabad,Marketing,Consultant,133449,9,4,5,9,No,No,No
3084,Karthik Yadav,karthik.yadav3084@company.com,38,Female,Delhi,Marketing,Executive,143518,19,4,3,22,Yes,No,No
3085,Harini Nair,harini.nair3085@company.com,42,Male,Chennai,IT,Consultant,46902,19,4,5,24,No,No,No
3086,Lavanya Shukla,lavanya.shukla3086@company.com,24,Female,Delhi,Marketing,Manager,50878,3,5,2,22,No,Yes,Yes
3087,Nandhini Babu,nandhini.babu3087@company.com,23,Male,Mumbai,HR,Analyst,143351,16,4,3,21,No,No,No
3088,Chaitanya Rastogi,chaitanya.rastogi3088@company.com,45,Male,Chennai,Finance,Manager,162748,18,1,1,9,No,No,Yes
3089,Lavanya Solanki,lavanya.solanki3089@company.com,37,Female,Delhi,Sales,Consultant,81499,9,1,5,37,Yes,No,Yes
3090,Ashok Chaudhary,ashok.chaudhary3090@company.com,40,Male,Chennai,Sales,Developer,68408,22,2,3,25,No,No,Yes
3091,Yash Sethi,yash.sethi3091@company.com,26,Male,Mumbai,Finance,Consultant,159900,0,3,2,22,Yes,No,Yes
3092,Divya Rao,divya.rao3092@company.com,27,Female,Hyderabad,Operations,Consultant,153743,16,2,5,6,Yes,No,Yes
3093,Reshma Kamble,reshma.kamble3093@company.com,56,Male,Pune,Sales,Consultant,163003,22,4,2,27,Yes,No,Yes
3094,Anand Naidu,anand.naidu3094@company.com,23,Male,Hyderabad,Marketing,Team Lead,76043,20,3,1,25,Yes,No,Yes
3095,Swathi Vyas,swathi.vyas3095@company.com,60,Female,Bangalore,Operations,Executive,55586,11,3,3,9,No,No,No
3096,Pooja Pawar,pooja.pawar3096@company.com,49,Female,Delhi,HR,Executive,57492,22,4,2,11,No,No,Yes
3097,Rohan Kulkarni,rohan.kulkarni3097@company.com,58,Female,Mumbai,HR,Executive,175302,25,1,2,16,No,No,Yes
3098,Akhil Singh,akhil.singh3098@company.com,56,Female,Pune,Sales,Executive,27059,12,1,3,8,Yes,No,Yes
3099,Akash Das,akash.das3099@company.com,33,Female,Bangalore,Finance,Manager,90741,24,5,4,21,No,No,No
3100,Yash Kohli,yash.kohli3100@company.com,27,Female,Pune,Finance,Consultant,71543,24,5,3,10,Yes,No,No
3101,Sai Pandey,sai.pandey3101@company.com,30,Male,Bangalore,Marketing,Consultant,97536,9,2,1,9,No,Yes,Yes
3102,Pooja Sethi,pooja.sethi3102@company.com,60,Female,Mumbai,Marketing,Manager,34618,3,1,4,13,No,No,Yes
3103,Chaitra Arora,chaitra.arora3103@company.com,30,Female,Mumbai,IT,Analyst,127740,23,3,1,18,No,No,Yes
3104,Shravya Iyer,shravya.iyer3104@company.com,49,Female,Hyderabad,Operations,Executive,39489,5,3,3,10,No,No,No
3105,Yash Vyas,yash.vyas3105@company.com,54,Male,Bangalore,Finance,Developer,150454,9,1,1,23,No,No,Yes
3106,Akanksha Rana,akanksha.rana3106@company.com,34,Male,Bangalore,Marketing,Team Lead,75686,22,5,3,20,No,No,No
3107,Rakesh Verma,rakesh.verma3107@company.com,45,Male,Pune,Operations,Team Lead,161342,7,5,3,2,No,No,No
3108,Kiran Shetty,kiran.shetty3108@company.com,21,Male,Delhi,HR,Analyst,152843,20,5,5,34,No,No,No
3109,Neha Naidu,neha.naidu3109@company.com,54,Female,Mumbai,Finance,Manager,126660,2,1,2,36,No,No,Yes
3110,Ishita Khanna,ishita.khanna3110@company.com,24,Male,Pune,Operations,Analyst,29135,24,5,4,18,Yes,No,No
3111,Alok Verma,alok.verma3111@company.com,31,Male,Bangalore,IT,Executive,168695,4,4,3,18,No,Yes,No
3112,Hemanth Shetty,hemanth.shetty3112@company.com,45,Male,Delhi,Sales,Consultant,95299,4,2,3,17,No,No,Yes
3113,Arjun Jain,arjun.jain3113@company.com,60,Male,Hyderabad,Operations,Developer,48378,1,2,2,35,No,Yes,Yes
3114,Namrata Bedi,namrata.bedi3114@company.com,24,Male,Delhi,Finance,Executive,50666,25,4,4,16,Yes,No,No
3115,Aishwarya Pillai,aishwarya.pillai3115@company.com,50,Female,Chennai,Finance,Team Lead,84858,15,5,4,23,Yes,No,No
3116,Abhishek Jain,abhishek.jain3116@company.com,41,Female,Delhi,Operations,Developer,112880,22,4,4,11,No,No,No
3117,Pradeep Sethi,pradeep.sethi3117@company.com,55,Male,Chennai,HR,Consultant,69509,19,2,2,1,Yes,No,Yes
3118,Monika Mukherjee,monika.mukherjee3118@company.com,51,Female,Chennai,HR,Team Lead,171052,10,5,1,6,No,No,Yes
3119,Pallavi Shukla,pallavi.shukla3119@company.com,55,Male,Chennai,IT,Consultant,72837,9,5,3,27,No,No,No
3120,Teja Nair,teja.nair3120@company.com,49,Male,Chennai,Marketing,Team Lead,165945,6,3,5,23,No,No,No
3121,Shiva Chatterjee,shiva.chatterjee3121@company.com,59,Female,Mumbai,Marketing,Executive,125232,5,5,1,29,No,Yes,Yes
3122,Jagadeesh Khanna,jagadeesh.khanna3122@company.com,42,Female,Pune,Marketing,Team Lead,25499,9,1,4,34,No,No,Yes
3123,Janani Jain,janani.jain3123@company.com,38,Male,Mumbai,Operations,Analyst,66881,2,5,3,32,No,No,No
3124,Ganesh Pawar,ganesh.pawar3124@company.com,22,Male,Hyderabad,Sales,Team Lead,62978,25,4,4,37,No,Yes,No
3125,Karthik Verma,karthik.verma3125@company.com,48,Female,Delhi,Marketing,Analyst,173162,3,1,5,37,No,No,Yes
3126,Karthik Rana,karthik.rana3126@company.com,41,Female,Bangalore,HR,Team Lead,165998,12,5,4,6,Yes,No,No
3127,Uday Rana,uday.rana3127@company.com,24,Male,Mumbai,Marketing,Developer,61694,19,2,4,8,No,No,Yes
3128,Ananya Mishra,ananya.mishra3128@company.com,46,Male,Mumbai,HR,Developer,161546,1,4,1,2,No,Yes,Yes
3129,Ajay Kulkarni,ajay.kulkarni3129@company.com,28,Female,Pune,Finance,Team Lead,127534,20,3,3,37,No,No,No
3130,Dinesh Sharma,dinesh.sharma3130@company.com,45,Male,Hyderabad,IT,Manager,29560,5,4,1,25,Yes,No,Yes
3131,Aditya Menon,aditya.menon3131@company.com,29,Female,Pune,Marketing,Manager,33414,3,5,2,14,Yes,No,Yes
3132,Akash Banerjee,akash.banerjee3132@company.com,24,Female,Pune,Sales,Analyst,37065,6,1,4,5,No,No,Yes
3133,Pallavi Sethi,pallavi.sethi3133@company.com,60,Male,Delhi,Operations,Developer,136334,25,5,5,32,Yes,No,No
3134,Lavanya Pillai,lavanya.pillai3134@company.com,33,Female,Mumbai,Sales,Executive,72737,24,4,4,25,No,No,No
3135,Dinesh Tripathi,dinesh.tripathi3135@company.com,26,Male,Pune,Sales,Analyst,170304,4,1,4,10,No,No,Yes
3136,Chaitra Chaudhary,chaitra.chaudhary3136@company.com,32,Male,Delhi,IT,Analyst,150291,9,1,5,33,Yes,Yes,Yes
3137,Vidya Tripathi,vidya.tripathi3137@company.com,21,Male,Pune,Marketing,Manager,102509,8,3,3,32,No,Yes,No
3138,Nisha Patel,nisha.patel3138@company.com,57,Female,Mumbai,Finance,Manager,67157,13,3,5,25,Yes,No,No
3139,Pooja Khanna,pooja.khanna3139@company.com,42,Female,Bangalore,Sales,Manager,138975,14,4,5,11,Yes,No,No
3140,Vikram Pandey,vikram.pandey3140@company.com,51,Male,Hyderabad,HR,Executive,152648,13,1,4,22,Yes,No,Yes
3141,Naveen Pawar,naveen.pawar3141@company.com,23,Female,Hyderabad,Finance,Analyst,96820,0,2,5,27,Yes,No,Yes
3142,Akhil Varma,akhil.varma3142@company.com,55,Male,Chennai,IT,Consultant,98905,11,3,4,27,No,No,No
3143,Nitin Khanna,nitin.khanna3143@company.com,60,Female,Hyderabad,Operations,Analyst,105290,17,5,3,8,No,Yes,No
3144,Ashok Khanna,ashok.khanna3144@company.com,30,Female,Chennai,Finance,Team Lead,80892,16,3,4,16,No,No,No
3145,Nandhini Pillai,nandhini.pillai3145@company.com,59,Female,Hyderabad,Marketing,Analyst,82937,25,1,5,19,Yes,No,Yes
3146,Naresh Varma,naresh.varma3146@company.com,28,Male,Pune,Operations,Executive,147922,18,5,4,20,Yes,No,No
3147,Madhu Solanki,madhu.solanki3147@company.com,56,Female,Mumbai,Sales,Analyst,101338,23,4,3,37,No,No,No
3148,Bhavana Bansal,bhavana.bansal3148@company.com,58,Female,Pune,Marketing,Developer,56354,7,3,2,20,No,No,Yes
3149,Ganesh Rana,ganesh.rana3149@company.com,36,Male,Bangalore,HR,Consultant,64802,0,2,3,23,Yes,No,Yes
3150,Ravi Kapoor,ravi.kapoor3150@company.com,42,Male,Pune,HR,Analyst,158982,18,2,4,33,No,No,Yes
3151,Radhika Rana,radhika.rana3151@company.com,31,Male,Pune,Operations,Manager,117919,24,4,1,8,No,No,Yes
3152,Gayathri Kohli,gayathri.kohli3152@company.com,50,Male,Hyderabad,HR,Analyst,101993,2,2,5,37,Yes,No,Yes
3153,Mamatha Thakur,mamatha.thakur3153@company.com,38,Female,Delhi,Finance,Developer,110189,5,5,4,19,No,No,No
3154,Divya Tiwari,divya.tiwari3154@company.com,26,Male,Mumbai,Marketing,Consultant,121930,0,5,5,10,No,No,No
3155,Janani Deshmukh,janani.deshmukh3155@company.com,54,Male,Bangalore,HR,Consultant,89381,19,2,5,40,No,No,Yes
3156,Balaji Deshmukh,balaji.deshmukh3156@company.com,50,Female,Bangalore,Operations,Developer,68447,16,2,3,10,Yes,No,Yes
3157,Amar Mishra,amar.mishra3157@company.com,33,Female,Delhi,Marketing,Consultant,118690,12,1,1,27,No,No,Yes
3158,Aarti Bedi,aarti.bedi3158@company.com,58,Male,Bangalore,Sales,Manager,129678,19,4,2,9,No,No,Yes
3159,Akhil Khanna,akhil.khanna3159@company.com,52,Male,Delhi,Sales,Consultant,36727,11,4,2,38,Yes,Yes,Yes
3160,Prakash Mukherjee,prakash.mukherjee3160@company.com,26,Female,Delhi,HR,Developer,75785,4,3,5,5,No,No,No
3161,Ajay Babu,ajay.babu3161@company.com,42,Male,Hyderabad,Marketing,Team Lead,71044,25,2,2,27,No,No,Yes
3162,Satish Bhardwaj,satish.bhardwaj3162@company.com,33,Male,Mumbai,HR,Consultant,175073,10,4,5,5,No,No,No
3163,Satish Chatterjee,satish.chatterjee3163@company.com,36,Male,Mumbai,HR,Analyst,119933,7,3,3,26,Yes,No,No
3164,Mukesh Banerjee,mukesh.banerjee3164@company.com,40,Female,Mumbai,Sales,Consultant,123554,1,1,4,25,No,No,Yes
3165,Rajesh Kohli,rajesh.kohli3165@company.com,44,Female,Mumbai,Operations,Manager,50035,9,4,2,35,No,No,Yes
3166,Balaji Reddy,balaji.reddy3166@company.com,40,Female,Chennai,Finance,Analyst,162988,2,4,1,24,No,Yes,Yes
3167,Shalini Saxena,shalini.saxena3167@company.com,36,Male,Delhi,Marketing,Analyst,51278,13,1,3,28,No,No,Yes
3168,Gopi Mishra,gopi.mishra3168@company.com,44,Male,Delhi,Operations,Team Lead,80899,5,2,4,35,Yes,Yes,Yes
3169,Teja Gowda,teja.gowda3169@company.com,29,Female,Mumbai,IT,Executive,81202,4,2,3,29,Yes,No,Yes
3170,Chandu Rao,chandu.rao3170@company.com,51,Female,Chennai,Operations,Consultant,141104,6,4,5,22,No,No,No
3171,Rahul Agarwal,rahul.agarwal3171@company.com,41,Female,Pune,Sales,Analyst,80577,7,4,1,33,No,Yes,Yes
3172,Janani Mishra,janani.mishra3172@company.com,47,Female,Pune,Operations,Analyst,100774,23,5,2,37,No,Yes,Yes
3173,Ishita Thakur,ishita.thakur3173@company.com,31,Male,Chennai,Operations,Analyst,119031,15,5,3,2,No,No,No
3174,Shalini Gowda,shalini.gowda3174@company.com,51,Male,Delhi,Marketing,Developer,64547,21,5,3,20,No,No,No
3175,Janani Yadav,janani.yadav3175@company.com,22,Female,Bangalore,Operations,Consultant,52154,13,3,4,36,No,No,No
3176,Deeksha Joshi,deeksha.joshi3176@company.com,34,Female,Hyderabad,Operations,Analyst,35307,19,5,1,5,Yes,No,Yes
3177,Rahul Solanki,rahul.solanki3177@company.com,54,Male,Mumbai,HR,Consultant,127573,12,1,5,12,No,No,Yes
3178,Simran Verma,simran.verma3178@company.com,35,Female,Delhi,IT,Manager,65721,4,1,5,4,No,No,Yes
3179,Bhavya Bhardwaj,bhavya.bhardwaj3179@company.com,41,Female,Pune,IT,Analyst,82354,11,5,3,38,Yes,No,No
3180,Dinesh Kulkarni,dinesh.kulkarni3180@company.com,44,Female,Chennai,Operations,Manager,43248,21,2,4,25,Yes,No,Yes
3181,Vamsi Pillai,vamsi.pillai3181@company.com,57,Male,Mumbai,HR,Developer,135551,12,5,1,33,No,No,Yes
3182,Ravi Nair,ravi.nair3182@company.com,52,Male,Hyderabad,Marketing,Analyst,160791,10,5,2,30,Yes,No,Yes
3183,Ishita Pawar,ishita.pawar3183@company.com,51,Male,Chennai,Sales,Developer,107758,16,1,4,23,Yes,No,Yes
3184,Hari Bedi,hari.bedi3184@company.com,31,Male,Hyderabad,HR,Consultant,59511,7,1,5,38,No,Yes,Yes
3185,Pooja Gowda,pooja.gowda3185@company.com,56,Male,Hyderabad,Sales,Manager,44513,15,1,2,32,No,No,Yes
3186,Arjun Reddy,arjun.reddy3186@company.com,47,Male,Hyderabad,Operations,Developer,130298,25,2,2,18,No,No,Yes
3187,Preethi Chatterjee,preethi.chatterjee3187@company.com,47,Female,Hyderabad,Operations,Executive,90584,9,3,4,27,Yes,No,No
3188,Pooja Reddy,pooja.reddy3188@company.com,43,Female,Chennai,IT,Developer,142558,15,2,1,22,No,No,Yes
3189,Sai Kohli,sai.kohli3189@company.com,54,Female,Hyderabad,HR,Team Lead,144676,12,2,1,17,No,No,Yes
3190,Mukesh Thakur,mukesh.thakur3190@company.com,23,Female,Bangalore,IT,Team Lead,160774,17,1,1,34,No,No,Yes
3191,Pradeep Tiwari,pradeep.tiwari3191@company.com,54,Male,Mumbai,IT,Consultant,153499,4,1,2,26,Yes,No,Yes
3192,Mahesh Kumar,mahesh.kumar3192@company.com,44,Female,Bangalore,IT,Developer,57026,23,1,1,26,No,Yes,Yes
3193,Preethi Rao,preethi.rao3193@company.com,55,Male,Hyderabad,IT,Executive,100286,15,2,4,37,Yes,No,Yes
3194,Naveen Verma,naveen.verma3194@company.com,50,Male,Hyderabad,Sales,Analyst,127984,9,5,3,17,Yes,Yes,No
3195,Bhavya Reddy,bhavya.reddy3195@company.com,21,Female,Pune,IT,Team Lead,75350,7,3,3,29,No,No,No
3196,Hemanth Kumar,hemanth.kumar3196@company.com,32,Male,Hyderabad,IT,Executive,176346,17,5,5,10,No,Yes,No
3197,Madhu Bedi,madhu.bedi3197@company.com,58,Male,Delhi,Sales,Consultant,138656,4,2,5,33,Yes,No,Yes
3198,Shalini Chowdary,shalini.chowdary3198@company.com,30,Male,Chennai,Marketing,Manager,84301,8,3,2,38,Yes,No,Yes
3199,Gayathri Rawat,gayathri.rawat3199@company.com,38,Male,Bangalore,Operations,Consultant,162217,8,1,3,29,No,Yes,Yes
3200,Pooja Sharma,pooja.sharma3200@company.com,47,Female,Delhi,Operations,Consultant,121469,22,5,2,33,No,No,Yes
3201,Vaishnavi Arora,vaishnavi.arora3201@company.com,36,Male,Pune,Finance,Manager,56088,14,5,3,3,No,No,No
3202,Madhavi Tripathi,madhavi.tripathi3202@company.com,34,Female,Chennai,Marketing,Executive,110044,25,3,1,33,No,No,Yes
3203,Aniket Tripathi,aniket.tripathi3203@company.com,58,Female,Hyderabad,Sales,Developer,60262,1,3,2,25,No,No,Yes
3204,Bharath Varma,bharath.varma3204@company.com,55,Female,Bangalore,Operations,Analyst,53778,11,4,4,29,No,Yes,No
3205,Nikitha Kamble,nikitha.kamble3205@company.com,35,Female,Hyderabad,HR,Manager,114917,11,2,2,15,No,No,Yes
3206,Akhil Solanki,akhil.solanki3206@company.com,26,Male,Mumbai,Sales,Manager,132628,14,1,3,5,No,No,Yes
3207,Uday Naidu,uday.naidu3207@company.com,43,Male,Pune,Marketing,Manager,87592,1,5,1,4,No,No,Yes
3208,Bhavana Kapoor,bhavana.kapoor3208@company.com,50,Female,Pune,Sales,Executive,52378,8,2,2,11,No,No,Yes
3209,Anand Reddy,anand.reddy3209@company.com,47,Female,Hyderabad,Finance,Team Lead,96412,14,2,4,31,No,No,Yes
3210,Lokesh Varma,lokesh.varma3210@company.com,51,Female,Bangalore,Operations,Developer,136745,3,3,3,38,No,No,No
3211,Akash Saxena,akash.saxena3211@company.com,25,Female,Bangalore,Marketing,Analyst,99346,7,3,2,33,No,No,Yes
3212,Komal Rana,komal.rana3212@company.com,27,Female,Mumbai,Operations,Consultant,36819,12,1,3,37,Yes,No,Yes
3213,Amit Naidu,amit.naidu3213@company.com,30,Female,Mumbai,HR,Manager,75717,4,1,3,40,No,No,Yes
3214,Soumya Gowda,soumya.gowda3214@company.com,57,Male,Bangalore,IT,Manager,93908,1,4,2,36,Yes,Yes,Yes
3215,Shalini Kamble,shalini.kamble3215@company.com,57,Male,Chennai,Operations,Executive,58319,6,3,1,9,No,No,Yes
3216,Srinivas Nigam,srinivas.nigam3216@company.com,25,Male,Bangalore,Sales,Executive,132406,3,2,2,20,Yes,No,Yes
3217,Swathi Tripathi,swathi.tripathi3217@company.com,60,Female,Bangalore,Marketing,Analyst,179667,23,5,3,14,No,No,No
3218,Anjali Kamble,anjali.kamble3218@company.com,41,Female,Chennai,Finance,Analyst,178291,7,3,5,5,No,No,No
3219,Hari Sharma,hari.sharma3219@company.com,25,Male,Delhi,Sales,Consultant,51181,18,4,2,6,Yes,No,Yes
3220,Nandhini Saxena,nandhini.saxena3220@company.com,58,Male,Chennai,IT,Executive,82485,16,5,2,21,No,No,Yes
3221,Vinay Dubey,vinay.dubey3221@company.com,57,Male,Chennai,Operations,Analyst,153192,8,5,5,40,Yes,No,No
3222,Hemanth Pillai,hemanth.pillai3222@company.com,22,Female,Pune,Sales,Manager,119677,20,4,1,13,Yes,Yes,Yes
3223,Sai Pandey,sai.pandey3223@company.com,44,Male,Mumbai,Sales,Manager,58911,7,2,1,38,No,No,Yes
3224,Prakash Banerjee,prakash.banerjee3224@company.com,32,Male,Chennai,Finance,Developer,92536,2,4,4,2,No,No,No
3225,Janani Chatterjee,janani.chatterjee3225@company.com,57,Female,Pune,Operations,Team Lead,159174,11,5,1,35,Yes,No,Yes
3226,Chandu Pawar,chandu.pawar3226@company.com,40,Female,Mumbai,IT,Developer,63939,13,2,5,16,Yes,No,Yes
3227,Abhishek Naidu,abhishek.naidu3227@company.com,43,Male,Chennai,Sales,Developer,62305,19,2,3,40,Yes,No,Yes
3228,Priya Reddy,priya.reddy3228@company.com,24,Female,Chennai,Operations,Developer,41673,9,1,3,15,No,No,Yes
3229,Bhavya Yadav,bhavya.yadav3229@company.com,21,Male,Hyderabad,Marketing,Consultant,109838,20,3,3,22,Yes,No,No
3230,Radhika Gupta,radhika.gupta3230@company.com,41,Male,Delhi,Marketing,Team Lead,141153,5,4,3,6,Yes,No,No
3231,Gopi Shukla,gopi.shukla3231@company.com,41,Female,Mumbai,Finance,Consultant,107810,23,5,4,24,No,Yes,No
3232,Sneha Patel,sneha.patel3232@company.com,44,Male,Bangalore,HR,Manager,169732,10,3,1,27,No,No,Yes
3233,Janani Rana,janani.rana3233@company.com,35,Male,Bangalore,HR,Executive,71720,18,5,3,9,No,No,No
3234,Satish Menon,satish.menon3234@company.com,23,Female,Pune,Marketing,Executive,74819,12,2,2,2,No,No,Yes
3235,Priya Rana,priya.rana3235@company.com,35,Female,Chennai,Sales,Executive,157351,17,2,2,7,Yes,No,Yes
3236,Janani Iyer,janani.iyer3236@company.com,56,Male,Delhi,Sales,Consultant,87757,17,3,1,5,No,Yes,Yes
3237,Ashok Pillai,ashok.pillai3237@company.com,45,Male,Chennai,Sales,Analyst,166282,11,4,3,29,Yes,No,No
3238,Madhu Talwar,madhu.talwar3238@company.com,21,Male,Mumbai,Operations,Consultant,101851,14,2,5,12,No,No,Yes
3239,Teja Pawar,teja.pawar3239@company.com,60,Female,Bangalore,Sales,Team Lead,73079,17,4,4,20,No,No,No
3240,Mahesh Kapoor,mahesh.kapoor3240@company.com,56,Female,Delhi,Marketing,Developer,36629,18,1,1,16,No,No,Yes
3241,Monika Talwar,monika.talwar3241@company.com,39,Female,Chennai,Marketing,Consultant,85914,6,1,5,9,No,No,Yes
